"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"2910733";"SA310002301";"MA500021833";"1";"30.09.2022"
"2910759";"SA190011938";"MA210006638";"0";""
"2911258";"SA860020970";"MA180015333";"0";""
"2911363";"SA810009215";"MA230009505";"0";""
"2911977";"SA450022278";"MA230013890";"1";"31.07.2020"
"2912865";"SA520011577";"MA610017263";"0";""
"2913053";"SA910017799";"MA350009640";"0";""
"2914306";"SA720018409";"MA580021137";"0";""
"2914337";"SA270021458";"MA830015797";"0";""
"2914366";"SA430000351";"MA290019772";"0";""
"2914416";"SA390013535";"MA780019171";"1";"31.10.2020"
"2915251";"SA820013983";"MA440014145";"0";""
"2915365";"SA700019600";"MA200002962";"0";""
"2915603";"SA310014961";"MA110009623";"0";""
"2916080";"SA980020872";"MA320004235";"0";""
"2916915";"SA890007978";"MA290013710";"1";"30.09.2020"
"2916919";"SA520002838";"MA300019547";"0";""
"2917269";"SA380018535";"MA630013018";"0";""
"2917526";"SA850010271";"MA520005001";"0";""
"2917663";"SA900009286";"MA450003948";"0";""
"2918315";"SA950004805";"MA910002179";"0";""
"2918466";"SA770021274";"MA860004617";"0";""
"2918538";"SA260017908";"MA740012422";"0";""
"2919061";"SA390004471";"MA180001857";"0";""
"2919775";"SA120011867";"MA200009409";"0";""
"2920429";"SA270014597";"MA860017413";"0";""
"2921502";"SA710009242";"MA430003911";"1";"31.12.2022"
"2921543";"SA250010555";"MA570021829";"1";"30.11.2020"
"2921596";"SA700005292";"MA190002672";"1";"30.11.2022"
"2921830";"SA290018142";"MA260012642";"0";""
"2922183";"SA830003711";"MA310009519";"0";""
"2922234";"SA380002043";"MA930007825";"0";""
"2922555";"SA650014223";"MA530017064";"0";""
"2922602";"SA300018825";"MA110007786";"0";""
"2924244";"SA150016847";"MA280008676";"0";""
"2924388";"SA790007940";"MA270021968";"1";"31.03.2022"
"2924800";"SA130003467";"MA290000757";"0";""
"2925414";"SA310012204";"MA230012402";"1";"30.09.2022"
"2925625";"SA380005055";"MA810005277";"1";"31.08.2020"
"2925626";"SA740006292";"MA400012014";"0";""
"2925788";"SA310002540";"MA320013765";"1";"30.09.2022"
"2925967";"SA590004689";"MA180010531";"0";""
"2926322";"SA770006129";"MA720017301";"0";""
"2926336";"SA330015474";"MA870012810";"0";""
"2926615";"SA500022100";"MA140005466";"1";"30.09.2020"
"2926759";"SA870011552";"MA320020039";"0";""
"2927345";"SA370007628";"MA600002229";"1";"30.06.2022"
"2927589";"SA130017888";"MA100006883";"0";""
"2927953";"SA130012334";"MA950001331";"0";""
"2929068";"SA300000130";"MA610014065";"0";""
"2929164";"SA610000396";"MA800014360";"0";""
"2929275";"SA340006940";"MA750001525";"0";""
"2929327";"SA590002222";"MA750016187";"1";"31.10.2021"
"2929400";"SA530005721";"MA790016908";"0";""
"2931543";"SA240004706";"MA410021483";"0";""
"2932788";"SA930014914";"MA200003930";"1";"30.11.2021"
"2932876";"SA640019257";"MA390005444";"1";"31.01.2021"
"2933308";"SA260006492";"MA160020490";"0";""
"2933833";"SA610015945";"MA810007759";"0";""
"2934039";"SA670014891";"MA720001054";"0";""
"2934621";"SA260013696";"MA380022134";"1";"30.04.2022"
"2934700";"SA150019481";"MA410005652";"1";"30.06.2022"
"2935184";"SA740021661";"MA270007816";"0";""
"2936604";"SA360021218";"MA600015569";"0";""
"2937173";"SA560006744";"MA490012502";"0";""
"2939883";"SA290001203";"MA890001249";"0";""
"2940593";"SA720003970";"MA260004170";"0";""
"2941298";"SA170007824";"MA610013573";"1";"31.01.2021"
"2942900";"SA830003923";"MA300012430";"0";""
"2943100";"SA650017933";"MA100001254";"0";""
"2945427";"SA450019476";"MA150011194";"1";"31.03.2022"
"2946376";"SA870019781";"MA410000275";"0";""
"2948146";"SA840003328";"MA180000606";"0";""
"2948231";"SA350002438";"MA760021964";"1";"31.07.2020"
"2948236";"SA530017038";"MA290019832";"0";""
"2948496";"SA110015717";"MA580021268";"0";""
"2949084";"SA620021575";"MA750013212";"0";""
"2949197";"SA960015988";"MA970015987";"0";""
"2949442";"SA620005413";"MA930011179";"1";"31.08.2021"
"2949476";"SA830017383";"MA640003620";"0";""
"2949753";"SA520016158";"MA210010762";"1";"30.09.2020"
"2950730";"SA230019873";"MA890019794";"0";""
"2950739";"SA300002734";"MA240019447";"0";""
"2952250";"SA350020989";"MA240004341";"0";""
"2952796";"SA320000423";"MA430006083";"0";""
"2952846";"SA150016628";"MA430011215";"0";""
"2953461";"SA670017148";"MA630003392";"0";""
"2953594";"SA510013284";"MA540016180";"1";"31.08.2022"
"2954096";"SA370002643";"MA900005625";"1";"30.11.2022"
"2954182";"SA750008327";"MA760000120";"0";""
"2954237";"SA730014108";"MA140000318";"0";""
"2954312";"SA380016945";"MA210000315";"0";""
"2954800";"SA510013629";"MA820011080";"1";"30.11.2020"
"2955204";"SA540001465";"MA480001545";"0";""
"2956013";"SA840016751";"MA930008584";"0";""
"2956360";"SA400004942";"MA770002314";"1";"31.12.2020"
"2956488";"SA660021054";"MA420001524";"0";""
"2956515";"SA590003921";"MA410009741";"0";""
"2956678";"SA860017007";"MA710008827";"0";""
"2956791";"SA300020344";"MA960014810";"0";""
"2958310";"SA920014946";"MA700017738";"1";"31.12.2020"
"2959597";"SA820018107";"MA840004313";"0";""
"2959893";"SA350013488";"MA360016368";"1";"31.08.2021"
"2960237";"SA380019755";"MA910005899";"0";""
"2960262";"SA130017701";"MA820012218";"0";""
"2960382";"SA820010783";"MA630019267";"1";"31.07.2020"
"2963184";"SA810002503";"MA560016466";"1";"31.03.2021"
"2965531";"SA490021175";"MA410007292";"0";""
"2965742";"SA970016911";"MA870008723";"0";""
"2965984";"SA200018348";"MA640015558";"0";""
"2966161";"SA350019074";"MA440005225";"1";"31.10.2021"
"2966194";"SA470012394";"MA830018042";"0";""
"2966700";"SA200004220";"MA390004453";"0";""
"2967081";"SA900021823";"MA330013441";"1";"31.08.2020"
"2967186";"SA100010553";"MA770010848";"0";""
"2968057";"SA530021869";"MA100005215";"1";"31.05.2021"
"2968322";"SA780005550";"MA570019509";"0";""
"2968865";"SA580021832";"MA130013454";"1";"31.01.2021"
"2968956";"SA770015413";"MA500001600";"0";""
"2969753";"SA200007354";"MA690001946";"0";""
"2970299";"SA140021979";"MA940002494";"1";"30.11.2022"
"2971162";"SA210011690";"MA710003628";"0";""
"2971925";"SA880004075";"MA160004276";"0";""
"2972116";"SA100006090";"MA880000627";"0";""
"2973626";"SA960015621";"MA660012941";"0";""
"2974731";"SA290005369";"MA470022133";"1";"31.08.2020"
"2974828";"SA450003301";"MA670011772";"0";""
"2975197";"SA440020091";"MA170003513";"0";""
"2975474";"SA170011618";"MA880006322";"0";""
"2975946";"SA320005010";"MA930021797";"1";"31.01.2021"
"2976135";"SA740004277";"MA840021035";"0";""
"2976220";"SA870013884";"MA500005776";"0";""
"2976668";"SA560005287";"MA420022058";"1";"31.12.2020"
"2976864";"SA760006215";"MA790020183";"0";""
"2976930";"SA110011319";"MA450014318";"0";""
"2977119";"SA320016378";"MA810008182";"1";"31.01.2022"
"2977192";"SA860000527";"MA260006187";"0";""
"2977573";"SA800011175";"MA680000238";"0";""
"2977680";"SA130004982";"MA670005199";"1";"30.09.2020"
"2977680";"SA130004982";"MA670005199";"1";"31.12.2020"
"2977791";"SA170009957";"MA390015661";"0";""
"2978280";"SA320004516";"MA200021307";"0";""
"2978320";"SA450000307";"MA320008756";"0";""
"2978345";"SA190006278";"MA810003703";"0";""
"2978355";"SA920006898";"MA640015390";"0";""
"2978394";"SA520011341";"MA240011583";"0";""
"2978760";"SA140015089";"MA690001251";"0";""
"2978819";"SA530017487";"MA920012023";"0";""
"2978914";"SA890001056";"MA820006772";"0";""
"2979581";"SA360019387";"MA340011116";"1";"30.06.2021"
"2979896";"SA810014911";"MA590020502";"0";""
"2979936";"SA970000732";"MA620006415";"0";""
"2980297";"SA960014887";"MA770014974";"0";""
"2980951";"SA560002816";"MA870014041";"0";""
"2981365";"SA150019640";"MA670019540";"0";""
"2981425";"SA180018983";"MA230021690";"1";"31.08.2021"
"2982297";"SA410009631";"MA560012647";"0";""
"2982399";"SA270004890";"MA550013380";"1";"31.01.2022"
"2982579";"SA280003667";"MA630020409";"0";""
"2983615";"SA630018207";"MA150012697";"0";""
"2984225";"SA320015550";"MA630001706";"0";""
"2984262";"SA390000050";"MA450000046";"0";""
"2984536";"SA350003495";"MA900009268";"0";""
"2984820";"SA290004915";"MA760021683";"1";"31.12.2020"
"2985598";"SA220003848";"MA400009655";"0";""
"2986240";"SA780003728";"MA680020481";"0";""
"2986382";"SA360018217";"MA680015444";"0";""
"2986481";"SA150018810";"MA930015965";"0";""
"2986610";"SA240012446";"MA630007125";"0";""
"2987537";"SA410008849";"MA760014594";"0";""
"2987731";"SA820011303";"MA180000357";"0";""
"2987999";"SA350008902";"MA680020136";"0";""
"2988246";"SA400017572";"MA470003789";"0";""
"2988576";"SA240002072";"MA810010649";"0";""
"2990807";"SA640011539";"MA970020028";"0";""
"2992946";"SA790012805";"MA690010298";"0";""
"2993164";"SA750008411";"MA840016838";"0";""
"2993571";"SA590016220";"MA590018989";"1";"30.09.2020"
"3004655";"SA230017880";"MA110009700";"0";""
"3005307";"SA590016214";"MA870016209";"1";"30.09.2020"
"3020975";"SA640003660";"MA410012142";"0";""
"3047760";"SA690003565";"MA690006521";"0";""
"3047994";"SA940019219";"MA760008219";"1";"31.03.2022"
"3048065";"SA940014908";"MA550009567";"0";""
"3048086";"SA810017449";"MA160003678";"0";""
"3048129";"SA790001151";"MA950006859";"0";""
"3048822";"SA660003151";"MA640006095";"0";""
"3048826";"SA390015968";"MA460004974";"1";"31.07.2020"
"3048940";"SA640021775";"MA430007946";"1";"28.02.2021"
"3048956";"SA260000738";"MA470009227";"0";""
"3050002";"SA760007956";"MA370010981";"1";"31.07.2020"
"3050412";"SA630010826";"MA970011118";"1";"30.04.2021"
"3050566";"SA810015612";"MA950001759";"0";""
"3051020";"SA880013279";"MA750008012";"1";"31.03.2022"
"3051136";"SA190005830";"MA850008843";"0";""
"3051650";"SA170003542";"MA130014770";"0";""
"3051756";"SA250006527";"MA210015029";"0";""
"3052425";"SA980018282";"MA600007249";"0";""
"3053165";"SA860017538";"MA720020315";"0";""
"3053652";"SA960012092";"MA260017755";"0";""
"3053775";"SA340009200";"MA850017625";"0";""
"3054537";"SA430013457";"MA530016339";"1";"31.08.2020"
"3055496";"SA940007025";"MA700010090";"0";""
"3056643";"SA310008536";"MA880000346";"0";""
"3056731";"SA870010775";"MA930011071";"1";"28.02.2021"
"3058809";"SA110010309";"MA690010635";"0";""
"3059436";"SA910005630";"MA370000174";"0";""
"3059621";"SA400005258";"MA820013735";"1";"31.12.2020"
"3061509";"SA610011661";"MA100009187";"0";""
"3061512";"SA940008627";"MA640017074";"0";""
"3061614";"SA690022212";"MA200002750";"1";"28.02.2022"
"3061754";"SA330000675";"MA140009171";"0";""
"3062457";"SA770002389";"MA460010925";"1";"31.01.2022"
"3062997";"SA530002557";"MA610022071";"1";"31.10.2021"
"3063172";"SA740005032";"MA600021822";"1";"31.12.2020"
"3063764";"SA470009134";"MA770003812";"0";""
"3063908";"SA400001228";"MA870020727";"0";""
"3063972";"SA520018566";"MA890001888";"0";""
"3064265";"SA720008070";"MA960016517";"1";"30.09.2021"
"3064275";"SA320005474";"MA680016672";"0";""
"3064811";"SA910012784";"MA110001803";"0";""
"3065061";"SA640012064";"MA740012262";"0";""
"3065417";"SA620007891";"MA530014030";"1";"30.06.2022"
"3065610";"SA660008539";"MA880011533";"0";""
"3066100";"SA310010756";"MA160008293";"1";"31.08.2020"
"3066182";"SA480017312";"MA280009133";"0";""
"3066213";"SA360022019";"MA200013646";"1";"31.03.2021"
"3066268";"SA180010928";"MA630000016";"1";"31.12.2022"
"3066327";"SA750008573";"MA640006019";"0";""
"3067075";"SA430020758";"MA660012433";"0";""
"3067513";"SA520006425";"MA510012155";"0";""
"3070776";"SA130017630";"MA860009479";"0";""
"3071099";"SA840000800";"MA790009309";"0";""
"3072116";"SA810013732";"MA930005632";"1";"30.04.2022"
"3075399";"SA380006845";"MA710012609";"0";""
"3077426";"SA730007046";"MA690015525";"0";""
"3079279";"SA670004662";"MA910010508";"0";""
"3079623";"SA470012614";"MA120012816";"0";""
"3079988";"SA120013484";"MA470013650";"1";"30.04.2021"
"3081237";"SA360011236";"MA700005943";"0";""
"3081542";"SA230017716";"MA130006733";"0";""
"3081709";"SA550002986";"MA910005932";"0";""
"3081726";"SA840009438";"MA850020691";"0";""
"3082004";"SA980000250";"MA220011451";"0";""
"3082129";"SA750014001";"MA710005876";"0";""
"3083046";"SA940019855";"MA250014305";"0";""
"3083191";"SA430004810";"MA280005059";"0";""
"3083275";"SA750001386";"MA650020869";"0";""
"3083409";"SA860006033";"MA440003475";"1";"31.12.2022"
"3084219";"SA660008722";"MA900008983";"0";""
"3084861";"SA660000727";"MA590009221";"0";""
"3084964";"SA930006484";"MA730014980";"0";""
"3086182";"SA330000730";"MA160011919";"1";"31.12.2020"
"3086670";"SA250016340";"MA100016319";"1";"31.08.2020"
"3086941";"SA360017994";"MA130004209";"0";""
"3087106";"SA200008523";"MA950000334";"0";""
"3087140";"SA780010092";"MA910018572";"0";""
"3087440";"SA290015295";"MA570020877";"0";""
"3087986";"SA920003147";"MA430014382";"0";""
"3088141";"SA450009194";"MA630001007";"0";""
"3088438";"SA510021119";"MA340015483";"0";""
"3089024";"SA360002492";"MA750019198";"1";"31.10.2022"
"3089175";"SA380002215";"MA720021743";"1";"31.08.2020"
"3089906";"SA650021919";"MA550016254";"1";"30.11.2021"
"3090091";"SA840000059";"MA260005707";"0";""
"3090785";"SA110013365";"MA720019024";"1";"31.07.2022"
"3090829";"SA250009197";"MA770006667";"0";""
"3091076";"SA650016915";"MA870019693";"0";""
"3091391";"SA670019400";"MA640005581";"1";"31.10.2022"
"3091642";"SA310016679";"MA350002908";"0";""
"3091657";"SA340014499";"MA980011856";"0";""
"3091812";"SA830001517";"MA490012775";"0";""
"3091894";"SA870000092";"MA570019477";"0";""
"3092284";"SA840005812";"MA130014320";"0";""
"3092419";"SA220001971";"MA640004947";"0";""
"3094710";"SA160012045";"MA150009575";"0";""
"3095241";"SA620020834";"MA850001295";"0";""
"3096086";"SA870004928";"MA770016139";"1";"30.09.2020"
"3096486";"SA980021131";"MA330004479";"0";""
"3097714";"SA500003858";"MA770009669";"0";""
"3097962";"SA210011776";"MA960006493";"0";""
"3098123";"SA860012040";"MA650006735";"0";""
"3098372";"SA420013450";"MA200013611";"1";"31.03.2021"
"3098375";"SA980010558";"MA610010851";"1";"28.02.2021"
"3099018";"SA650007114";"MA340015584";"0";""
"3099062";"SA580020532";"MA910003902";"0";""
"3099190";"SA920006448";"MA930012173";"0";""
"3099201";"SA940011977";"MA650009511";"0";""
"3099267";"SA750009775";"MA210001620";"0";""
"3099361";"SA970015044";"MA300004097";"1";"30.11.2022"
"3099363";"SA920018284";"MA240004477";"1";"31.08.2020"
"3099508";"SA230019914";"MA280017065";"0";""
"3099844";"SA330010732";"MA570022017";"1";"31.01.2021"
"3100238";"SA460004011";"MA940009820";"0";""
"3100265";"SA760018804";"MA960018731";"0";""
"3100920";"SA860008299";"MA210011299";"0";""
"3100926";"SA220009378";"MA830012355";"1";"31.12.2022"
"3102276";"SA600013557";"MA720005457";"1";"30.09.2020"
"3102485";"SA390011067";"MA350014067";"0";""
"3102743";"SA290001153";"MA600001192";"0";""
"3102850";"SA540011060";"MA310005791";"0";""
"3102972";"SA830021316";"MA320015662";"0";""
"3103673";"SA240021927";"MA890013537";"1";"31.07.2020"
"3104229";"SA650011538";"MA330000587";"0";""
"3104511";"SA550012052";"MA550003941";"0";""
"3104668";"SA350005470";"MA150000038";"0";""
"3105105";"SA780013030";"MA170007729";"0";""
"3106024";"SA310008338";"MA630002994";"1";"30.09.2020"
"3106948";"SA790001816";"MA470010396";"0";""
"3115200";"SA470008986";"MA270003668";"0";""
"3115763";"SA570007834";"MA240008130";"1";"31.10.2022"
"3116127";"SA300002571";"MA370013799";"1";"31.10.2020"
"3116979";"SA310003809";"MA960012301";"0";""
"3118320";"SA340013606";"MA780016493";"1";"30.11.2021"
"3119331";"SA630002531";"MA310019241";"1";"31.12.2020"
"3119483";"SA310006178";"MA500020150";"0";""
"3119726";"SA340011362";"MA580017049";"0";""
"3120052";"SA550020594";"MA540001109";"0";""
"3120420";"SA850004175";"MA710020915";"0";""
"3121398";"SA650020537";"MA930012212";"0";""
"3121587";"SA810019340";"MA580022063";"1";"28.02.2021"
"3121668";"SA220000215";"MA520019630";"0";""
"3121672";"SA920008097";"MA570005557";"1";"31.07.2021"
"3122744";"SA710012252";"MA150015161";"0";""
"3123039";"SA780017896";"MA910020657";"0";""
"3123327";"SA150005838";"MA110011589";"0";""
"3123374";"SA500014898";"MA270003918";"0";""
"3124459";"SA160021786";"MA490018902";"0";""
"3124534";"SA400007182";"MA980007432";"0";""
"3124987";"SA610008025";"MA700011045";"1";"31.12.2021"
"3125110";"SA440010203";"MA230007718";"0";""
"3125168";"SA470018942";"MA260016097";"1";"31.07.2022"
"3125265";"SA440010206";"MA950010529";"0";""
"3125622";"SA310014428";"MA760011802";"0";""
"3125703";"SA510020815";"MA540012480";"0";""
"3125733";"SA190009729";"MA570007228";"0";""
"3127338";"SA970013465";"MA430002520";"1";"31.07.2021"
"3127475";"SA130020464";"MA530017593";"0";""
"3128502";"SA230010564";"MA570019041";"1";"28.02.2021"
"3130404";"SA560007079";"MA480010142";"0";""
"3131811";"SA920002603";"MA610002748";"0";""
"3131941";"SA250004425";"MA540021203";"0";""
"3132304";"SA370007286";"MA520007543";"0";""
"3132836";"SA840017031";"MA240019823";"0";""
"3132886";"SA440006790";"MA510015278";"0";""
"3134073";"SA710005484";"MA630011256";"0";""
"3134441";"SA320001063";"MA610001111";"0";""
"3134667";"SA230006668";"MA870020664";"0";""
"3134684";"SA710009935";"MA460004638";"0";""
"3135688";"SA820017231";"MA370017227";"0";""
"3137007";"SA340013097";"MA760007818";"1";"30.09.2022"
"3137093";"SA800004143";"MA600004358";"0";""
"3137209";"SA360006636";"MA310017844";"0";""
"3137999";"SA410020033";"MA640000542";"0";""
"3138011";"SA330013332";"MA210016224";"1";"31.01.2022"
"3138587";"SA830020857";"MA110009824";"0";""
"3141852";"SA570022059";"MA550005425";"1";"31.03.2021"
"3142515";"SA420004979";"MA230010798";"0";""
"3143681";"SA950007421";"MA560013164";"0";""
"3144090";"SA120010647";"MA590013230";"0";""
"3144941";"SA830001478";"MA320012725";"0";""
"3145151";"SA710006059";"MA180006251";"0";""
"3145259";"SA250008282";"MA960000075";"0";""
"3145287";"SA920003114";"MA900011609";"0";""
"3145303";"SA730017606";"MA360020398";"1";"30.09.2020"
"3145378";"SA720003430";"MA640014666";"0";""
"3145584";"SA850000337";"MA950000341";"0";""
"3145711";"SA170010462";"MA150005173";"1";"30.11.2022"
"3147040";"SA230016308";"MA660002465";"1";"30.09.2020"
"3147118";"SA870007620";"MA320002225";"1";"28.02.2021"
"3147260";"SA640016733";"MA240000108";"0";""
"3147915";"SA800008762";"MA210014495";"0";""
"3148031";"SA420002512";"MA630011038";"1";"31.10.2021"
"3148033";"SA840019157";"MA520005333";"1";"31.07.2022"
"3148397";"SA360017382";"MA360017367";"0";""
"3151632";"SA310009614";"MA180015358";"0";""
"3153303";"SA530015759";"MA960015760";"0";""
"3155474";"SA480013778";"MA850019400";"0";""
"3155483";"SA610022063";"MA210005432";"1";"30.09.2020"
"3155519";"SA930014304";"MA420003381";"1";"30.11.2022"
"3155692";"SA150020518";"MA470009521";"0";""
"3156348";"SA440003661";"MA740017586";"0";""
"3156699";"SA750001741";"MA160015696";"0";""
"3157191";"SA390014427";"MA230014565";"0";""
"3157453";"SA330021255";"MA900021136";"0";""
