"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"2069014";"SA760015617";"MA270010239";"0";""
"2069175";"SA800000595";"MA890003506";"0";""
"2069193";"SA540001367";"MA440018080";"0";""
"2069290";"SA460013721";"MA840008412";"1";"31.08.2022"
"2069367";"SA330009780";"MA550012787";"0";""
"2069422";"SA650001840";"MA570010415";"0";""
"2069438";"SA500016478";"MA960022038";"1";"31.08.2022"
"2069469";"SA800010577";"MA410010870";"1";"31.01.2021"
"2069494";"SA880020724";"MA390001208";"0";""
"2069598";"SA560013660";"MA850011112";"1";"31.05.2022"
"2069652";"SA140011431";"MA490003356";"1";"31.10.2020"
"2069811";"SA380000447";"MA130019901";"0";""
"2069881";"SA140004361";"MA690015603";"0";""
"2069979";"SA910019336";"MA780008316";"1";"30.11.2020"
"2069984";"SA610017459";"MA190011993";"0";""
"2070081";"SA490001502";"MA250020986";"0";""
"2070150";"SA250012490";"MA480004386";"0";""
"2070197";"SA640006351";"MA840003780";"0";""
"2070210";"SA410002141";"MA290021652";"0";""
"2070266";"SA370014279";"MA430006124";"0";""
"2070348";"SA400013014";"MA710015909";"0";""
"2070428";"SA960002142";"MA780013376";"1";"30.09.2021"
"2070493";"SA200021736";"MA490007901";"1";"31.08.2022"
"2070526";"SA280011222";"MA710019696";"0";""
"2070576";"SA870001562";"MA280018288";"0";""
"2070682";"SA650012903";"MA210001931";"0";""
"2070684";"SA710016725";"MA890014011";"0";""
"2070907";"SA260008140";"MA600011131";"1";"31.07.2020"
"2070926";"SA770021613";"MA370007778";"1";"30.11.2020"
"2070971";"SA200007434";"MA140007683";"0";""
"2071119";"SA230007649";"MA810005120";"0";""
"2071127";"SA250016692";"MA750005728";"0";""
"2071200";"SA310008814";"MA630014548";"0";""
"2071462";"SA560000143";"MA880011355";"0";""
"2071496";"SA800015495";"MA520004534";"0";""
"2071529";"SA760006958";"MA150001539";"0";""
"2071580";"SA430017238";"MA170006235";"0";""
"2071656";"SA750008357";"MA890000141";"0";""
"2071856";"SA380006779";"MA710012553";"0";""
"2072034";"SA220021362";"MA330013008";"0";""
"2072134";"SA520019029";"MA950013448";"1";"31.03.2022"
"2072206";"SA370006333";"MA240009392";"0";""
"2072444";"SA170004591";"MA590015826";"0";""
"2072480";"SA520004540";"MA640004780";"0";""
"2072483";"SA440002731";"MA140019443";"1";"31.12.2022"
"2072545";"SA270018678";"MA720001992";"0";""
"2072556";"SA810009081";"MA490009388";"0";""
"2072600";"SA690015901";"MA240004917";"0";""
"2072602";"SA880013760";"MA760005659";"1";"31.07.2020"
"2072736";"SA320010679";"MA510021957";"1";"30.09.2021"
"2073037";"SA770004611";"MA370021398";"0";""
"2073098";"SA900000427";"MA310019880";"0";""
"2073210";"SA960016412";"MA500008225";"1";"30.09.2022"
"2073222";"SA500012346";"MA330017988";"0";""
"2073444";"SA730004590";"MA660015825";"0";""
"2073531";"SA920018316";"MA780015529";"0";""
"2073561";"SA810006833";"MA290009915";"0";""
"2073867";"SA630007318";"MA610007570";"0";""
"2073871";"SA220014610";"MA910020244";"0";""
"2073972";"SA840007981";"MA100016440";"1";"31.10.2021"
"2074022";"SA280018258";"MA500001584";"0";""
"2074074";"SA670001364";"MA500009923";"0";""
"2074085";"SA930008603";"MA580006049";"1";"31.12.2022"
"2074100";"SA120000748";"MA410017393";"0";""
"2074179";"SA620011101";"MA880011376";"0";""
"2074198";"SA850017080";"MA520000448";"0";""
"2074220";"SA760007155";"MA720015623";"0";""
"2074230";"SA190016432";"MA350016434";"1";"30.09.2021"
"2074264";"SA110010572";"MA390013548";"1";"31.05.2021"
"2074521";"SA480015544";"MA550001702";"0";""
"2074608";"SA530009798";"MA300021032";"0";""
"2074694";"SA780013858";"MA140008556";"0";""
"2074829";"SA910002510";"MA280019218";"1";"28.02.2021"
"2074886";"SA310000448";"MA150019904";"0";""
"2074902";"SA380019310";"MA470005492";"1";"31.03.2021"
"2542386";"SA150000795";"MA760009306";"0";""
"2543194";"SA130021892";"MA180010829";"1";"31.12.2020"
"2543785";"SA950014843";"MA550006674";"0";""
"2544268";"SA820020566";"MA580003931";"0";""
"2546341";"SA490011930";"MA510006626";"0";""
"2546468";"SA890006080";"MA260014570";"0";""
"2546541";"SA650000596";"MA290000598";"0";""
"2547541";"SA300018910";"MA820016068";"1";"31.03.2021"
"2548131";"SA900019853";"MA850008806";"0";""
"2548945";"SA450011128";"MA950005856";"0";""
"2549048";"SA130010972";"MA100016685";"0";""
"2549050";"SA320008769";"MA260003469";"0";""
"2549746";"SA520015433";"MA270010077";"0";""
"2551387";"SA950010520";"MA940021806";"1";"30.09.2020"
"2551676";"SA610018384";"MA180021123";"0";""
"2551727";"SA370014417";"MA520011796";"0";""
"2554011";"SA670003957";"MA900012456";"0";""
"2554929";"SA330019209";"MA450010946";"1";"30.09.2022"
"2557568";"SA790016946";"MA470014261";"0";""
"2557829";"SA140014679";"MA540014802";"0";""
"2558336";"SA100011700";"MA100000753";"0";""
"2558351";"SA460021295";"MA400007424";"0";""
"2558418";"SA250006739";"MA800004199";"0";""
"2558989";"SA460020204";"MA750003618";"0";""
"2560364";"SA510011241";"MA810003181";"0";""
"2581717";"SA790002444";"MA890013682";"1";"30.11.2021"
"2583170";"SA370007179";"MA790007431";"0";""
"2583507";"SA330009913";"MA180012921";"0";""
"2584380";"SA890006944";"MA470004404";"0";""
"2584438";"SA170018339";"MA780015548";"0";""
"2584950";"SA730004284";"MA510001659";"0";""
"2585417";"SA330018360";"MA600001690";"0";""
"2586232";"SA430012309";"MA980006986";"0";""
"2586276";"SA540017604";"MA170000967";"0";""
"2586671";"SA940021337";"MA130018452";"0";""
"2588257";"SA270001007";"MA950012209";"0";""
"2588485";"SA530003919";"MA310020677";"0";""
"2589456";"SA180015525";"MA950018313";"0";""
"2590707";"SA320016629";"MA840008469";"0";""
"2590791";"SA250017061";"MA370014365";"0";""
"2591211";"SA840013988";"MA320003084";"0";""
"2591332";"SA210014121";"MA350019741";"0";""
"2592411";"SA710017119";"MA800008949";"0";""
"2592896";"SA860018501";"MA830004685";"0";""
"2592943";"SA790002907";"MA570011404";"0";""
"2592988";"SA660014913";"MA750001073";"0";""
"2594368";"SA950013874";"MA790000107";"0";""
"2594781";"SA290015129";"MA860017944";"0";""
"2595059";"SA980009884";"MA230018360";"0";""
"2596858";"SA650005328";"MA940019289";"1";"31.05.2021"
"2597046";"SA670005647";"MA490014129";"0";""
"2598628";"SA120019499";"MA480013906";"0";""
"2600222";"SA760018903";"MA520016059";"0";""
"2601626";"SA910020675";"MA320015084";"0";""
"2602513";"SA400002794";"MA170002970";"0";""
"2607165";"SA410021248";"MA270004582";"0";""
"2609215";"SA250002947";"MA480014192";"0";""
"2610125";"SA640007826";"MA730005307";"1";"30.11.2020"
"2610385";"SA640013742";"MA480008437";"1";"31.05.2022"
"2611938";"SA880007572";"MA400002176";"0";""
"2611940";"SA220015816";"MA980007624";"0";""
"2612235";"SA260007794";"MA860008092";"0";""
"2613238";"SA310015043";"MA790017866";"0";""
"2613395";"SA920012143";"MA360012344";"0";""
"2613898";"SA540011811";"MA170017474";"0";""
"2613951";"SA860005167";"MA330005385";"1";"30.06.2022"
"2614282";"SA170022284";"MA740002823";"1";"30.06.2021"
"2615026";"SA280021220";"MA660004558";"0";""
"2615103";"SA120004937";"MA470010753";"1";"31.05.2021"
"2615589";"SA150008295";"MA960014002";"0";""
"2615601";"SA300011160";"MA450003100";"0";""
"2615645";"SA360016508";"MA710002670";"1";"31.05.2021"
"2617659";"SA410000609";"MA680006287";"0";""
"2618377";"SA150016626";"MA730002842";"0";""
"2618840";"SA570019808";"MA540008748";"0";""
"2618841";"SA610015741";"MA470015751";"0";""
"2618916";"SA380005268";"MA300019236";"1";"30.04.2022"
"2620126";"SA310003825";"MA810020566";"0";""
"2621183";"SA580014467";"MA940014606";"0";""
"2621896";"SA470011049";"MA840014043";"0";""
"2622359";"SA900010233";"MA980002107";"0";""
"2623953";"SA230001015";"MA790014992";"1";"30.11.2022"
"2625131";"SA470004427";"MA300021205";"0";""
"2625317";"SA840006963";"MA650004429";"0";""
"2626397";"SA340014670";"MA790014793";"0";""
"2627637";"SA860002668";"MA780002818";"1";"31.03.2021"
"2627643";"SA740015705";"MA250007525";"0";""
"2627743";"SA700016848";"MA530016857";"0";""
"2627834";"SA310019510";"MA130002853";"0";""
"2630127";"SA360001743";"MA570021244";"0";""
"2630273";"SA570004840";"MA460010677";"0";""
"2630444";"SA970014938";"MA640017729";"0";""
"2630811";"SA870012494";"MA130020923";"0";""
"2630869";"SA860017900";"MA820009718";"0";""
"2631090";"SA390000708";"MA940009207";"0";""
"2631979";"SA380021238";"MA980007359";"0";""
"2673575";"SA850009813";"MA230001661";"0";""
"2699369";"SA880018431";"MA160021170";"0";""
"2719619";"SA610019785";"MA800000281";"0";""
"2719977";"SA490016589";"MA820008420";"1";"30.11.2022"
"2721001";"SA800020377";"MA910014831";"0";""
"2731208";"SA140000779";"MA150011973";"0";""
"2731702";"SA790022256";"MA900013867";"1";"31.10.2022"
"2731804";"SA580005648";"MA400011393";"0";""
"2731849";"SA930013913";"MA540014062";"0";""
"2732322";"SA130021874";"MA420013489";"1";"30.09.2022"
"2732550";"SA340003722";"MA130006700";"0";""
"2733612";"SA560008064";"MA330016514";"1";"31.12.2020"
"2733763";"SA790009941";"MA660012951";"0";""
"2733878";"SA940021206";"MA430010140";"0";""
"2734391";"SA430005305";"MA200022072";"1";"30.09.2020"
"2734990";"SA770003796";"MA350001108";"0";""
"2736435";"SA320014056";"MA520005917";"0";""
"2736856";"SA470019301";"MA350019223";"1";"30.09.2020"
"2736875";"SA250021327";"MA740004673";"0";""
"2737256";"SA830008973";"MA130003659";"0";""
"2738118";"SA320009397";"MA930015108";"0";""
"2738291";"SA850006366";"MA970009437";"0";""
"2738304";"SA110015170";"MA820009845";"0";""
"2739014";"SA540008788";"MA230006228";"0";""
"2739670";"SA560016665";"MA770013948";"0";""
"2740435";"SA650018006";"MA750009838";"0";""
"2741104";"SA260006341";"MA810009402";"0";""
"2741826";"SA860020189";"MA870006376";"1";"31.10.2021"
"2741843";"SA150004251";"MA210001611";"0";""
"2742051";"SA560001117";"MA130017795";"0";""
"2742604";"SA230019298";"MA970016467";"1";"30.09.2022"
"2742825";"SA630018039";"MA350004247";"0";""
"2744907";"SA490012687";"MA220018361";"0";""
"2745996";"SA680013061";"MA590013230";"0";""
"2746124";"SA240000823";"MA220000835";"0";""
"2746191";"SA200015130";"MA650001290";"0";""
"2746453";"SA370020781";"MA540020706";"0";""
"2747239";"SA970018933";"MA120013357";"1";"31.12.2022"
"2747325";"SA120016332";"MA800008148";"1";"30.04.2022"
"2748012";"SA580020570";"MA170015015";"0";""
"2748294";"SA620002505";"MA570013729";"1";"30.09.2020"
"2748876";"SA680000639";"MA600020085";"0";""
"2748882";"SA420018075";"MA160009895";"1";"31.08.2020"
"2749278";"SA190002661";"MA290008436";"1";"31.10.2020"
"2750670";"SA740011792";"MA700012020";"0";""
"2750801";"SA310010915";"MA740000001";"0";""
"2750852";"SA710017866";"MA720017854";"0";""
"2751116";"SA140019355";"MA320019274";"1";"31.12.2021"
"2751455";"SA110015274";"MA880015339";"0";""
"2751578";"SA400009713";"MA220004436";"0";""
"2751815";"SA750007087";"MA540010146";"0";""
"2752075";"SA600000058";"MA450008503";"0";""
"2752351";"SA610015846";"MA320001986";"0";""
"2753266";"SA230019190";"MA120008178";"1";"31.08.2020"
"2753723";"SA630009039";"MA910020276";"0";""
"2754705";"SA650013113";"MA190010641";"0";""
"2755053";"SA820003198";"MA520011672";"0";""
"2755747";"SA230004535";"MA340021325";"0";""
"2755853";"SA390019593";"MA430016718";"0";""
"2756640";"SA970015672";"MA920004704";"0";""
"2757809";"SA170017528";"MA220009373";"0";""
"2757995";"SA330005900";"MA890017110";"0";""
"2758779";"SA930021955";"MA900008129";"1";"30.06.2021"
"2759960";"SA410010821";"MA770022105";"1";"31.07.2020"
"2760217";"SA640000140";"MA810011353";"0";""
"2761690";"SA190007217";"MA820018447";"0";""
"2761781";"SA790000408";"MA330008878";"0";""
"2762020";"SA320014508";"MA810011868";"0";""
"2763281";"SA560002619";"MA920016562";"1";"30.06.2021"
"2763491";"SA460019364";"MA230008343";"1";"31.10.2021"
"2763883";"SA440016475";"MA200022036";"1";"31.01.2021"
"2764294";"SA860019127";"MA770013568";"1";"31.10.2022"
"2764397";"SA600000753";"MA520011942";"0";""
"2764499";"SA890009635";"MA770009951";"0";""
"2765326";"SA170012310";"MA190006987";"0";""
"2765397";"SA750001673";"MA560015641";"0";""
"2766130";"SA430004897";"MA750021663";"1";"30.09.2021"
"2766210";"SA850020100";"MA770009086";"0";""
"2766365";"SA180000233";"MA140003118";"0";""
"2766473";"SA620008945";"MA160011913";"0";""
"2766511";"SA570016185";"MA530008014";"1";"30.11.2022"
"2766530";"SA500017564";"MA620003777";"0";""
"2766803";"SA130018162";"MA150009962";"0";""
"2766862";"SA100004529";"MA970015767";"0";""
"2773202";"SA700014860";"MA640003884";"0";""
"2781082";"SA150014554";"MA590000740";"0";""
"2781265";"SA610021958";"MA720019068";"1";"31.07.2021"
"2782019";"SA950006689";"MA760009757";"0";""
"2782199";"SA340014182";"MA650006028";"0";""
"2782312";"SA740005455";"MA770019412";"0";""
"2782785";"SA200000403";"MA770014362";"0";""
"2782906";"SA950019107";"MA970019034";"1";"31.12.2021"
"2782935";"SA810008616";"MA930014359";"0";""
"2782964";"SA160006749";"MA850001323";"0";""
"2782987";"SA920000579";"MA120011773";"0";""
"2783003";"SA580017455";"MA760003689";"0";""
"2783296";"SA150017607";"MA520017576";"0";""
"2784325";"SA370013303";"MA750018972";"1";"31.08.2022"
"2785528";"SA540017922";"MA930015153";"0";""
"2786822";"SA340003071";"MA170017015";"0";""
"2787154";"SA660004851";"MA880007904";"1";"31.07.2020"
"2787314";"SA800017140";"MA820000505";"0";""
"2789207";"SA840019685";"MA720014111";"0";""
"2790187";"SA430005336";"MA490013802";"1";"28.02.2022"
"2790234";"SA520020160";"MA670006345";"0";""
"2790571";"SA610008813";"MA740009075";"0";""
"2790899";"SA800021351";"MA210012996";"0";""
"2791007";"SA760020272";"MA400006447";"0";""
"2791468";"SA310019751";"MA850014181";"0";""
"2792102";"SA350006449";"MA110012175";"0";""
"2792823";"SA420013537";"MA110005436";"1";"31.08.2020"
"2793028";"SA850004860";"MA580013352";"1";"31.08.2020"
"2793093";"SA630020110";"MA670014572";"0";""
"2793430";"SA110004666";"MA480021441";"0";""
"2793557";"SA960004252";"MA430012773";"0";""
"2793945";"SA960010492";"MA260002347";"1";"31.05.2021"
"2795305";"SA810018948";"MA500013375";"1";"31.07.2020"
"2795617";"SA330003110";"MA710000416";"0";""
"2796223";"SA130019288";"MA760002619";"1";"31.07.2020"
"2796329";"SA920020897";"MA410015252";"0";""
"2798135";"SA390017486";"MA400006511";"0";""
"2799140";"SA130003019";"MA490014279";"0";""
"2799568";"SA730013693";"MA460011132";"1";"30.09.2022"
"2799728";"SA150019962";"MA480017123";"0";""
"2799760";"SA150017342";"MA360000698";"0";""
"2800118";"SA290000981";"MA790003880";"0";""
"2800523";"SA130005425";"MA370011198";"1";"30.06.2021"
"2800931";"SA370014079";"MA280016930";"0";""
"2801041";"SA680009139";"MA780003819";"0";""
"2801589";"SA470020837";"MA440001300";"0";""
"2801866";"SA430005108";"MA530005332";"1";"31.12.2020"
"2801877";"SA470005675";"MA620005882";"0";""
"2802529";"SA120010506";"MA940016218";"1";"31.07.2021"
"2802614";"SA600003623";"MA300017548";"0";""
"2802822";"SA490002226";"MA100005192";"1";"31.07.2020"
"2802855";"SA550017415";"MA280020207";"1";"31.07.2022"
"2802927";"SA250014677";"MA640020290";"0";""
"2802931";"SA960009052";"MA890012044";"0";""
"2802933";"SA220014540";"MA850020162";"1";"31.10.2021"
"2804483";"SA710013767";"MA660016623";"0";""
"2804707";"SA350008157";"MA110016579";"1";"31.08.2020"
"2805420";"SA340009827";"MA840021070";"0";""
"2805487";"SA520011991";"MA310017652";"0";""
"2807089";"SA110016327";"MA740013593";"1";"30.06.2022"
"2807142";"SA380002542";"MA310011064";"1";"31.10.2020"
"2807292";"SA840020009";"MA180008987";"0";""
"2807305";"SA420017016";"MA310000385";"0";""
"2807847";"SA150005848";"MA870017048";"0";""
"2808145";"SA550016827";"MA980003074";"0";""
"2808148";"SA630011168";"MA970000231";"0";""
"2808245";"SA810021127";"MA480001605";"0";""
"2808945";"SA120010357";"MA110007889";"0";""
"2809059";"SA930006980";"MA720018195";"0";""
"2809126";"SA370019480";"MA710013891";"1";"31.07.2022"
"2809202";"SA390010695";"MA820010976";"1";"30.04.2022"
"2810730";"SA540016668";"MA490019444";"0";""
"2810906";"SA140006875";"MA960009937";"0";""
"2811174";"SA120012018";"MA800009545";"0";""
"2812268";"SA580006541";"MA700009599";"0";""
"2812425";"SA300001101";"MA620012320";"0";""
"2812876";"SA230013960";"MA120005836";"0";""
"2812971";"SA620006406";"MA370014908";"0";""
"2813110";"SA270009920";"MA490007418";"0";""
"2813793";"SA620009573";"MA350020833";"0";""
"2814837";"SA280012061";"MA540006756";"0";""
"2814889";"SA740010590";"MA240005303";"1";"31.01.2021"
"2816107";"SA240001357";"MA650020838";"0";""
"2816802";"SA640021722";"MA430016063";"0";""
"2816937";"SA560017822";"MA830001166";"0";""
"2817086";"SA880013456";"MA760008167";"1";"30.09.2022"
"2817187";"SA570006013";"MA350000549";"0";""
"2817499";"SA660012323";"MA430020762";"0";""
"2817529";"SA260002743";"MA810005719";"0";""
"2817556";"SA220013468";"MA280016357";"1";"30.04.2022"
"2817859";"SA900020786";"MA100001260";"0";""
"2818165";"SA880004565";"MA480007604";"0";""
"2818367";"SA410010397";"MA390016103";"1";"31.03.2022"
"2818486";"SA780011129";"MA770003076";"0";""
"2819221";"SA190007507";"MA210013234";"0";""
"2820261";"SA370003974";"MA800006963";"0";""
"2820417";"SA910005197";"MA930021974";"1";"31.07.2020"
"2820511";"SA430018159";"MA420020894";"0";""
"2820993";"SA510005485";"MA480016684";"0";""
"2821281";"SA260014819";"MA250017588";"0";""
"2821511";"SA740007732";"MA230013480";"1";"30.11.2020"
"2821612";"SA170002627";"MA840011139";"1";"30.06.2021"
"2821733";"SA180002969";"MA740014220";"0";""
"2822272";"SA410000384";"MA490019831";"0";""
"2822335";"SA780017226";"MA870014511";"0";""
"2822339";"SA760003868";"MA490001189";"0";""
"2822341";"SA200009837";"MA610012846";"0";""
"2822708";"SA660004699";"MA210004934";"0";""
"2822914";"SA260011544";"MA840017242";"0";""
"2823615";"SA360006786";"MA440012561";"0";""
"2823680";"SA840017578";"MA440020360";"0";""
"2824665";"SA850002680";"MA460002837";"0";""
"2825745";"SA340005860";"MA190000414";"0";""
"2826224";"SA830002131";"MA440013356";"0";""
"2826779";"SA490010288";"MA660013270";"0";""
"2827261";"SA520020602";"MA390017743";"1";"31.07.2021"
"2827950";"SA390017964";"MA750012481";"0";""
"2828814";"SA860019656";"MA460003019";"0";""
"2829413";"SA380000411";"MA940008881";"0";""
"2829614";"SA450006704";"MA910017910";"0";""
"2829616";"SA670011003";"MA460008538";"0";""
"2829981";"SA960010703";"MA650002595";"1";"31.10.2022"
"2830670";"SA940016200";"MA410016195";"1";"31.08.2022"
"2830903";"SA470004932";"MA520002302";"1";"31.10.2022"
"2830932";"SA680007326";"MA970021320";"0";""
"2831076";"SA640000530";"MA770009018";"0";""
"2831898";"SA910018952";"MA410007945";"1";"30.06.2021"
"2832532";"SA370007710";"MA870013434";"1";"30.09.2021"
"2832874";"SA630008541";"MA390008790";"0";""
"2833164";"SA150001116";"MA440020583";"0";""
"2833430";"SA160013683";"MA100011126";"1";"30.09.2022"
"2838772";"SA390003268";"MA890006189";"0";""
"2843297";"SA100015024";"MA230006864";"0";""
"2844196";"SA400001003";"MA480014978";"0";""
"2844973";"SA370008344";"MA700014051";"0";""
"2845098";"SA430016554";"MA510022109";"1";"30.09.2020"
"2845106";"SA800006189";"MA550011889";"0";""
"2845427";"SA850016173";"MA670018949";"1";"30.09.2022"
"2846170";"SA190005405";"MA540019371";"1";"28.02.2021"
"2846517";"SA560012881";"MA880021318";"0";""
"2846537";"SA520001262";"MA660007002";"0";""
"2847416";"SA390002897";"MA310005850";"0";""
"2847796";"SA310014577";"MA370003653";"0";""
"2848159";"SA750020305";"MA530003697";"0";""
"2848357";"SA820010837";"MA860011127";"1";"31.01.2021"
"2849726";"SA690000378";"MA610019814";"0";""
"2849764";"SA790019144";"MA500013582";"1";"30.06.2021"
"2850007";"SA780010371";"MA770010697";"1";"30.09.2022"
"2850075";"SA390000102";"MA550002952";"0";""
"2850656";"SA190006453";"MA240017630";"0";""
"2852249";"SA560006580";"MA950009643";"0";""
"2852355";"SA530001273";"MA910007012";"0";""
"2854122";"SA590009805";"MA640001652";"1";"31.10.2021"
"2854730";"SA330021297";"MA800007433";"0";""
"2856140";"SA700016549";"MA730013816";"1";"30.11.2020"
"2856563";"SA560014777";"MA720020368";"0";""
"2856878";"SA110014442";"MA560006295";"0";""
"2857001";"SA750005831";"MA550017022";"0";""
"2858479";"SA530012056";"MA980006751";"0";""
"2859114";"SA190002569";"MA790005539";"1";"30.09.2021"
"2859127";"SA200013978";"MA600008660";"0";""
"2859804";"SA180022062";"MA280016409";"1";"28.02.2022"
"2860437";"SA410005918";"MA510000473";"0";""
"2860904";"SA420019009";"MA230010756";"1";"31.10.2021"
"2860916";"SA960003100";"MA840003275";"0";""
"2861114";"SA700001198";"MA880004136";"0";""
"2861490";"SA720011880";"MA250009425";"0";""
"2862486";"SA150016112";"MA280013393";"1";"31.07.2020"
"2862824";"SA740013261";"MA100018940";"1";"28.02.2022"
"2863442";"SA140005086";"MA430005308";"1";"30.09.2021"
"2864298";"SA900018937";"MA850002240";"1";"31.07.2021"
"2864386";"SA740017907";"MA550004122";"0";""
"2865280";"SA750019319";"MA920017325";"0";""
"2865632";"SA760015334";"MA660001501";"0";""
"2865729";"SA530013675";"MA140013826";"1";"31.08.2020"
"2865746";"SA730021728";"MA100018830";"1";"31.10.2021"
"2865790";"SA510000802";"MA650003695";"1";"31.08.2022"
"2866467";"SA570005147";"MA890016353";"1";"30.06.2022"
"2866650";"SA310006645";"MA440004093";"0";""
"2866917";"SA730017021";"MA570017020";"0";""
"2867115";"SA110009412";"MA810001207";"0";""
"2867310";"SA340012021";"MA770012210";"0";""
"2867817";"SA710011869";"MA330017530";"0";""
"2867910";"SA610005358";"MA620019325";"1";"31.01.2021"
"2867931";"SA310018280";"MA120018226";"0";""
"2868045";"SA500006510";"MA620003934";"0";""
"2868790";"SA450006190";"MA510014665";"0";""
"2869333";"SA110016631";"MA240016633";"1";"31.10.2020"
"2869718";"SA140010886";"MA520005634";"1";"30.04.2021"
"2869855";"SA570017699";"MA760006717";"0";""
"2870375";"SA270015549";"MA190007358";"0";""
"2870614";"SA720016485";"MA380002645";"1";"31.10.2022"
"2870691";"SA980016610";"MA970008449";"1";"30.04.2021"
"2871362";"SA100007611";"MA850021622";"1";"30.06.2022"
"2871619";"SA770021881";"MA820013493";"1";"31.10.2020"
"2872496";"SA330013765";"MA680002834";"0";""
"2873094";"SA210019798";"MA140003169";"0";""
"2874781";"SA340001202";"MA440009754";"0";""
"2875119";"SA740010448";"MA370002315";"1";"30.06.2022"
"2875931";"SA800003218";"MA750017153";"0";""
"2876065";"SA960017717";"MA380001074";"0";""
"2876149";"SA700012839";"MA640018509";"0";""
"2876180";"SA570009588";"MA690012597";"0";""
"2876261";"SA760006650";"MA330001212";"0";""
"2876769";"SA850013582";"MA250022032";"1";"31.01.2022"
"2876958";"SA350002911";"MA270014147";"0";""
"2876987";"SA130020817";"MA290020737";"0";""
"2877182";"SA940004919";"MA780018913";"1";"31.07.2020"
"2877273";"SA730021628";"MA360007792";"0";""
"2877482";"SA810015091";"MA870012449";"0";""
"2877531";"SA160018601";"MA760001921";"0";""
"2877660";"SA670020388";"MA120020336";"0";""
"2877787";"SA540009512";"MA660001338";"0";""
"2878871";"SA620019724";"MA360016849";"0";""
"2879305";"SA200001129";"MA190020608";"0";""
"2879539";"SA160016161";"MA790010763";"1";"28.02.2022"
"2880210";"SA730016238";"MA310002391";"1";"31.10.2020"
"2880603";"SA660020619";"MA240001136";"0";""
"2880919";"SA490022194";"MA910011107";"1";"30.09.2021"
"2881245";"SA130017921";"MA720006916";"0";""
"2881678";"SA680020573";"MA280006746";"0";""
"2881709";"SA270014423";"MA690006283";"0";""
"2881858";"SA830020844";"MA200001311";"0";""
"2882090";"SA370010931";"MA210005672";"0";""
"2882221";"SA290009204";"MA270009497";"0";""
"2883611";"SA770007600";"MA250018828";"0";""
"2883841";"SA340003080";"MA470017019";"0";""
"2883853";"SA910016991";"MA210011560";"0";""
"2884576";"SA570020572";"MA860001082";"0";""
"2884945";"SA510003205";"MA510019926";"0";""
"2885071";"SA710019283";"MA820002611";"1";"31.12.2022"
"2885400";"SA150021990";"MA170008162";"1";"30.09.2020"
"2885475";"SA440003153";"MA400011631";"0";""
"2886159";"SA360018955";"MA260021662";"1";"30.09.2022"
"2886612";"SA420013494";"MA290019132";"1";"30.09.2021"
"2886821";"SA120004060";"MA810009872";"0";""
"2886889";"SA780019871";"MA980003251";"0";""
"2886942";"SA620017984";"MA140006984";"0";""
"2886947";"SA270013789";"MA310005683";"1";"31.01.2021"
"2886977";"SA480013048";"MA960015943";"0";""
"2887148";"SA440016171";"MA340016174";"1";"31.12.2021"
"2888070";"SA180009188";"MA710017614";"0";""
"2888489";"SA130009289";"MA580006755";"0";""
"2889294";"SA550010512";"MA170005229";"1";"31.03.2022"
"2891974";"SA830007844";"MA280013586";"1";"31.07.2020"
"2891994";"SA620008194";"MA170019386";"1";"31.12.2021"
"2892154";"SA760004775";"MA760021568";"0";""
"2892604";"SA460014720";"MA570020323";"0";""
"2893095";"SA720001090";"MA590009631";"0";""
"2893194";"SA780012023";"MA920009547";"0";""
"2893687";"SA440010726";"MA860011019";"1";"31.07.2020"
"2894437";"SA690001471";"MA750020954";"0";""
"2895589";"SA330001149";"MA800017836";"0";""
"2896725";"SA500017308";"MA390017292";"0";""
"2897194";"SA900014590";"MA370017406";"0";""
"2898672";"SA130004154";"MA360015408";"0";""
"2898951";"SA700020369";"MA550014828";"0";""
"2899213";"SA940006577";"MA380001146";"0";""
"2899738";"SA520008307";"MA820005755";"0";""
"2899903";"SA110005760";"MA300014264";"0";""
"2900420";"SA340016126";"MA190002282";"1";"31.07.2020"
"2900650";"SA700009084";"MA170012067";"0";""
"2900921";"SA560008745";"MA790006180";"0";""
"2900992";"SA220022275";"MA240016613";"1";"31.08.2020"
"2901298";"SA140001837";"MA630018577";"0";""
"2901628";"SA340016484";"MA490005496";"1";"31.01.2022"
"2901831";"SA730002251";"MA400021785";"1";"30.06.2021"
"2904340";"SA260018180";"MA930015410";"0";""
"2904842";"SA460004831";"MA660016057";"0";""
"2904960";"SA390001274";"MA890020769";"0";""
"2905400";"SA480009481";"MA880020739";"0";""
"2905569";"SA380006240";"MA720017402";"0";""
"2907168";"SA770001991";"MA700004963";"0";""
"2907186";"SA730011802";"MA970014791";"0";""
"2907226";"SA360001066";"MA460009608";"0";""
"2907250";"SA610017056";"MA550019857";"0";""
"2907340";"SA100020778";"MA350012447";"0";""
"2908313";"SA340015343";"MA580004383";"0";""
"2908345";"SA440002074";"MA730021594";"0";""
"2908461";"SA930005496";"MA770008513";"0";""
"2908603";"SA380009421";"MA880017881";"0";""
"2909112";"SA660014216";"MA880019848";"0";""
"2910177";"SA530010023";"MA890018517";"0";""
"2910525";"SA140005368";"MA230013832";"1";"31.12.2021"
"2910588";"SA940009862";"MA890004570";"0";""
